d,v,t,a,label
4.118367764375669,7.334182942607391,83.61673673750856,11.340147619522718,0.5790860505134174
5.447789428009576,3.9285654604646094,55.02533279546657,15.295329023136157,0.6862742767137264
5.764581628182493,1.012636271911062,64.7165911173978,39.391918774885745,0.11137181363624604
5.641809357966677,14.12546474436864,96.30051211275132,42.30086209949942,0.2176307570408882
0.4457965017989286,3.950623038348988,106.67426570668398,15.702457984112527,0.12312914770452621
6.268876075283414,9.366797953502793,21.609323237583553,6.156701737946718,0.13691011150100674
7.603626623647016,3.0966423545242545,8.710681679895117,20.790577089608437,0.43925572911749045
3.352291147522581,14.988314860418242,66.29877023022597,0.750801067838297,0.17547358441282512
8.547517912200533,13.173843481108461,31.48023165021105,25.24399968050124,0.009123423230303351
6.782066213804312,11.289495582246133,1.9903239537552286,39.39351555001151,0.15815374312839792
7.307895487482785,13.242271824123394,34.130978019089476,37.385055540071725,0.40658721340878445
8.70734290930284,10.357885542435328,94.08490293676694,4.511227834513637,0.2742437434389474
1.8751980400003263,3.076179352895739,111.52073215780871,13.501343590716719,0.4356093406126864
8.292383557716613,3.596777231117552,2.7499604566001157,9.407671189206763,0.6516985592340173
3.213538385866156,13.60608778374589,83.85474540918852,46.02440008659828,0.30356966921121575
7.616078547881982,8.591030448896912,57.81859844292529,12.088381731473364,0.4372329972868648
9.213962703218106,14.612783927034112,111.27474869854333,19.083555060448425,0.5952379686362517
7.385598399634898,12.936992637601977,49.96241381099391,24.62534173943942,0.2920788390271818
7.111042087199629,11.913942094795775,100.22706107921827,6.581453936325815,0.7825631557021359
1.5230590907714778,1.7262433098449015,102.03121720312076,1.1799937156946272,0.41516784293778275
4.976625050735228,12.23396411514808,97.63083960585243,16.567268528012207,0.517159996179303
6.994450117452293,5.33134921721391,6.872828090051026,9.202295664590377,0.5949742978686178
5.405177303565449,8.60280597382684,85.24590797780034,9.789880419559694,0.3621616564183995
4.779062641584106,14.090494581387786,48.36690340417178,36.13483188748021,0.5815553745201174
8.974316972612097,1.8028656373660823,21.5238436412729,42.71854704826785,0.6320187546013779
2.446082907293651,2.409045113601005,36.65636974077672,38.65529684523623,0.5986759513184057
7.6199400031242845,9.06556473398929,15.819439312986066,11.520029229136858,0.34404583200670746
2.948918919853778,2.3429215839294733,47.59986970988355,25.223413106797267,0.16218969978307152
9.657692528478995,3.8893609658512367,119.69488010984607,40.20140608061347,0.36405864439975244
5.503232920398353,9.246329010179894,47.782615013347225,1.5013487625865907,0.5191726890337162
5.058457925707882,3.26839543463414,68.87611681160504,13.507303683428557,0.8746027382943501
8.742349100688166,7.474958489213301,72.26104434865815,37.34011471661991,0.9370948424497452
4.875426416448895,13.208155417045358,35.49191053753697,38.721466350777185,0.7380845756543197
6.829056539643634,6.089463484304959,74.89752910287322,6.048469852726345,0.7047540604263296
4.125515504390077,4.3004621078603815,48.895320192433786,46.655478578598995,0.8042026373529395
1.261833825481026,4.274901520663991,32.00465781196565,22.904534894289775,0.5140277223092837
1.2425928382453966,7.147242855776468,117.57887244594677,18.752791386357053,0.38390148275452307
9.539075728225141,1.7483689022001059,102.80092276936091,11.211399147602885,0.9063675049525605
3.1357785864582666,3.6948339077559074,99.71891285136076,20.18209625100039,0.6743142878556017
7.726704898780313,3.0447504429022603,4.991450979144618,13.547456865034357,0.18397577176602165
5.468720947199079,14.029190434833433,43.50753264203529,39.062313703488336,0.7154530530551535
0.348878246622957,7.0289112756883485,15.516757465770077,37.75192265938196,0.7641164113453757
2.764409418353049,8.90127845017394,6.956372823141166,1.8895072608860641,0.2526046577750347
2.4029340154312204,2.42957591450419,0.25008664788416013,7.816963088712736,0.7317921882894638
9.679229624665954,4.3385526356288695,13.649175318592706,36.07891962885575,0.18187517096109074
4.935806336316217,2.737994043127442,43.14363706061138,39.39345178239588,0.7616465592484531
9.049789515449124,8.941092607256774,85.85663077403399,5.393610356053386,0.37714992323070895
6.808828703222953,2.7180737664923895,117.62457115644852,49.94569753878733,0.9153086874270544
2.9775057907825224,6.575097340304169,87.48189173952713,8.140758109938028,0.4571010173871677
2.7644320886400875,11.473793874999535,112.50190256909413,34.6993571349278,0.6541332414782126
8.125023220521197,3.92440367860001,100.92812703651718,9.84018472986286,0.3386974591710554
3.057545078058639,5.805453174793106,58.43558096574714,40.406338996355274,0.39588244260977057
1.5535396881636614,12.26644708696045,14.515829486773434,38.04489416830977,0.11852521516740422
3.577745746939973,2.823173701937127,71.82322468956009,40.09193012391299,0.08926511968827988
0.4249140507338637,14.294254598568672,55.55541011093692,21.57984988217828,0.18483208446315058
3.6312511353427483,4.398136991403506,6.8892124521549425,38.8163811400538,0.8415456431492585
5.621736664015645,3.657800087006599,61.68526790088238,49.079710980769455,0.2038578992232074
4.162423583463128,6.036909916793628,119.8418791893988,1.847999524997912,0.6332426442553833
